loincId	loincScale	reason	Qn	Unspecified Specimen
87467-7	Qn	Unspecified Specimen
23386-6	Qn	Unspecified Specimen
25241-1	Qn	Unspecified Specimen
33558-8	Qn	Unspecified Specimen
44136-0	Qn	Unspecified Specimen
85752-4	Qn	Unspecified Specimen
35677-4	Qn	Unspecified Specimen
26559-5	Qn	Unspecified Specimen
33699-0	Qn	Unspecified Specimen
9380-7	Qn	Unspecified Specimen
32766-8	Qn	Unspecified Specimen
51669-0	Qn	Unspecified Specimen
44795-3	Qn	Unspecified Specimen
67127-1	Qn	Unspecified Specimen
87342-2	Qn	Unspecified Specimen
20746-4	Qn	Unspecified Specimen
74785-7	Qn	Unspecified Specimen
30919-5	Qn	Unspecified Specimen
61042-8	Qn	Unspecified Specimen
5025-2	Qn	Unspecified Specimen
20614-4	Qn	Unspecified Specimen
32106-7	Qn	Unspecified Specimen
44268-1	Qn	Unspecified Specimen
87604-5	Qn	Unspecified Specimen
23120-9	Qn	Unspecified Specimen
53253-1	Qn	Unspecified Specimen
63425-3	Qn	Unspecified Specimen
51133-7	Qn	Unspecified Specimen
87474-3	Qn	Unspecified Specimen
22989-8	Qn	Unspecified Specimen
664-3	Qn	Unspecified Specimen
74390-6	Qn	Unspecified Specimen
85758-1	Qn	Unspecified Specimen
23385-8	Qn	Unspecified Specimen
19156-9	Qn	Unspecified Specimen
25240-3	Qn	Unspecified Specimen
50209-6	Qn	Unspecified Specimen
45059-3	Qn	Unspecified Specimen
53385-1	Qn	Unspecified Specimen
26558-7	Qn	Unspecified Specimen
51668-2	Qn	Unspecified Specimen
3170-8	Qn	Unspecified Specimen
41627-1	Qn	Unspecified Specimen
18760-9	Qn	Unspecified Specimen
31842-8	Qn	Unspecified Specimen
85355-6	Qn	Unspecified Specimen
74786-5	Qn	Unspecified Specimen
30918-7	Qn	Unspecified Specimen
41488-8	Qn	Unspecified Specimen
55099-6	Qn	Unspecified Specimen
61050-1	Qn	Unspecified Specimen
87334-9	Qn	Unspecified Specimen
23656-2	Qn	Unspecified Specimen
22724-9	Qn	Unspecified Specimen
22733-0	Qn	Unspecified Specimen
20613-6	Qn	Unspecified Specimen
22997-1	Qn	Unspecified Specimen
53252-3	Qn	Unspecified Specimen
51132-9	Qn	Unspecified Specimen
663-5	Qn	Unspecified Specimen
44267-3	Qn	Unspecified Specimen
70293-6	Qn	Unspecified Specimen
85750-8	Qn	Unspecified Specimen
87737-3	Qn	Unspecified Specimen
25239-5	Qn	Unspecified Specimen
35676-6	Qn	Unspecified Specimen
51667-4	Qn	Unspecified Specimen
31717-2	Qn	Unspecified Specimen
26557-9	Qn	Unspecified Specimen
26566-0	Qn	Unspecified Specimen
41626-3	Qn	Unspecified Specimen
22732-2	Qn	Unspecified Specimen
61049-3	Qn	Unspecified Specimen
20612-8	Qn	Unspecified Specimen
30917-9	Qn	Unspecified Specimen
30926-0	Qn	Unspecified Specimen
76771-5	Qn	Unspecified Specimen
5024-5	Qn	Unspecified Specimen
53251-5	Qn	Unspecified Specimen
32113-3	Qn	Unspecified Specimen
87472-7	Qn	Unspecified Specimen
9782-4	Qn	Unspecified Specimen
662-7	Qn	Unspecified Specimen
55098-8	Qn	Unspecified Specimen
63424-6	Qn	Unspecified Specimen
44266-5	Qn	Unspecified Specimen
81658-7	Qn	Unspecified Specimen
51007-3	Qn	Unspecified Specimen
87339-8	Qn	Unspecified Specimen
85756-5	Qn	Unspecified Specimen
63555-7	Qn	Unspecified Specimen
49023-5	Qn	Unspecified Specimen
53384-4	Qn	Unspecified Specimen
6475-8	Qn	Unspecified Specimen
35675-8	Qn	Unspecified Specimen
17976-2	Qn	Unspecified Specimen
25238-7	Qn	Unspecified Specimen
87602-9	Qn	Unspecified Specimen
87611-0	Qn	Unspecified Specimen
41625-5	Qn	Unspecified Specimen
51666-6	Qn	Unspecified Specimen
33696-6	Qn	Unspecified Specimen
44800-1	Qn	Unspecified Specimen
26565-2	Qn	Unspecified Specimen
31716-4	Qn	Unspecified Specimen
22731-4	Qn	Unspecified Specimen
5023-7	Qn	Unspecified Specimen
87341-4	Qn	Unspecified Specimen
30925-2	Qn	Unspecified Specimen
41230-4	Qn	Unspecified Specimen
20620-1	Qn	Unspecified Specimen
31982-2	Qn	Unspecified Specimen
53250-7	Qn	Unspecified Specimen
51139-4	Qn	Unspecified Specimen
87473-5	Qn	Unspecified Specimen
9781-6	Qn	Unspecified Specimen
661-9	Qn	Unspecified Specimen
670-0	Qn	Unspecified Specimen
63423-8	Qn	Unspecified Specimen
44265-7	Qn	Unspecified Specimen
20752-2	Qn	Unspecified Specimen
51006-5	Qn	Unspecified Specimen
87340-6	Qn	Unspecified Specimen
25237-9	Qn	Unspecified Specimen
25246-0	Qn	Unspecified Specimen
85757-3	Qn	Unspecified Specimen
17975-4	Qn	Unspecified Specimen
34618-9	Qn	Unspecified Specimen
87603-7	Qn	Unspecified Specimen
51665-8	Qn	Unspecified Specimen
34487-9	Qn	Unspecified Specimen
33703-0	Qn	Unspecified Specimen
23391-6	Qn	Unspecified Specimen
31715-6	Qn	Unspecified Specimen
5022-9	Qn	Unspecified Specimen
49425-2	Qn	Unspecified Specimen
20619-3	Qn	Unspecified Specimen
22730-6	Qn	Unspecified Specimen
23786-7	Qn	Unspecified Specimen
31848-5	Qn	Unspecified Specimen
44273-1	Qn	Unspecified Specimen
43077-7	Qn	Unspecified Specimen
87479-2	Qn	Unspecified Specimen
669-2	Qn	Unspecified Specimen
32111-7	Qn	Unspecified Specimen
34892-0	Qn	Unspecified Specimen
63431-1	Qn	Unspecified Specimen
25245-2	Qn	Unspecified Specimen
5558-2	Qn	Unspecified Specimen
87609-4	Qn	Unspecified Specimen
53249-9	Qn	Unspecified Specimen
6483-2	Qn	Unspecified Specimen
41624-8	Qn	Unspecified Specimen
26564-5	Qn	Unspecified Specimen
33702-2	Qn	Unspecified Specimen
85755-7	Qn	Unspecified Specimen
23653-9	Qn	Unspecified Specimen
22729-8	Qn	Unspecified Specimen
20618-5	Qn	Unspecified Specimen
23529-1	Qn	Unspecified Specimen
64090-4	Qn	Unspecified Specimen
30924-5	Qn	Unspecified Specimen
61046-9	Qn	Unspecified Specimen
61055-0	Qn	Unspecified Specimen
87471-9	Qn	Unspecified Specimen
22870-0	Qn	Unspecified Specimen
30923-7	Qn	Unspecified Specimen
668-4	Qn	Unspecified Specimen
34891-2	Qn	Unspecified Specimen
22737-1	Qn	Unspecified Specimen
38989-0	Qn	Unspecified Specimen
63430-3	Qn	Unspecified Specimen
45196-3	Qn	Unspecified Specimen
87743-1	Qn	Unspecified Specimen
6349-5	Qn	Unspecified Specimen
87610-2	Qn	Unspecified Specimen
23001-1	Qn	Unspecified Specimen
47965-9	Qn	Unspecified Specimen
53257-2	Qn	Unspecified Specimen
32514-2	Qn	Unspecified Specimen
18245-1	Qn	Unspecified Specimen
41632-1	Qn	Unspecified Specimen
40436-8	Qn	Unspecified Specimen
33701-4	Qn	Unspecified Specimen
20617-7	Qn	Unspecified Specimen
31714-9	Qn	Unspecified Specimen
44271-5	Qn	Unspecified Specimen
5029-4	Qn	Unspecified Specimen
26563-7	Qn	Unspecified Specimen
86949-5	Qn	Unspecified Specimen
22869-2	Qn	Unspecified Specimen
30922-9	Qn	Unspecified Specimen
30931-0	Qn	Unspecified Specimen
667-6	Qn	Unspecified Specimen
70172-2	Qn	Unspecified Specimen
34890-4	Qn	Unspecified Specimen
22736-3	Qn	Unspecified Specimen
44799-5	Qn	Unspecified Specimen
63429-5	Qn	Unspecified Specimen
25244-5	Qn	Unspecified Specimen
87607-8	Qn	Unspecified Specimen
53256-4	Qn	Unspecified Specimen
51145-1	Qn	Unspecified Specimen
87477-6	Qn	Unspecified Specimen
32513-4	Qn	Unspecified Specimen
25243-7	Qn	Unspecified Specimen
13355-3	Qn	Unspecified Specimen
21154-0	Qn	Unspecified Specimen
5028-6	Qn	Unspecified Specimen
17057-1	Qn	Unspecified Specimen
33700-6	Qn	Unspecified Specimen
44270-7	Qn	Unspecified Specimen
20616-9	Qn	Unspecified Specimen
26562-9	Qn	Unspecified Specimen
31722-2	Qn	Unspecified Specimen
61054-3	Qn	Unspecified Specimen
666-8	Qn	Unspecified Specimen
51012-3	Qn	Unspecified Specimen
87345-5	Qn	Unspecified Specimen
30930-2	Qn	Unspecified Specimen
22735-5	Qn	Unspecified Specimen
23792-5	Qn	Unspecified Specimen
63428-7	Qn	Unspecified Specimen
44798-7	Qn	Unspecified Specimen
87608-6	Qn	Unspecified Specimen
41631-3	Qn	Unspecified Specimen
53255-6	Qn	Unspecified Specimen
60525-3	Qn	Unspecified Specimen
6347-9	Qn	Unspecified Specimen
87478-4	Qn	Unspecified Specimen
85760-7	Qn	Unspecified Specimen
21153-2	Qn	Unspecified Specimen
32512-6	Qn	Unspecified Specimen
5027-8	Qn	Unspecified Specimen
25242-9	Qn	Unspecified Specimen
25251-0	Qn	Unspecified Specimen
65809-6	Qn	Unspecified Specimen
87747-2	Qn	Unspecified Specimen
47706-7	Qn	Unspecified Specimen
85627-8	Qn	Unspecified Specimen
53386-9	Qn	Unspecified Specimen
68457-1	Qn	Unspecified Specimen
33964-8	Qn	Unspecified Specimen
44269-9	Qn	Unspecified Specimen
42950-6	Qn	Unspecified Specimen
51011-5	Qn	Unspecified Specimen
22867-6	Qn	Unspecified Specimen
30929-4	Qn	Unspecified Specimen
61053-5	Qn	Unspecified Specimen
50220-3	Qn	Unspecified Specimen
21020-3	Qn	Unspecified Specimen
63427-9	Qn	Unspecified Specimen
41630-5	Qn	Unspecified Specimen
44797-9	Qn	Unspecified Specimen
6355-2	Qn	Unspecified Specimen
42421-8	Qn	Unspecified Specimen
87748-0	Qn	Unspecified Specimen
25250-2	Qn	Unspecified Specimen
5035-1	Qn	Unspecified Specimen
85628-6	Qn	Unspecified Specimen
30665-4	Qn	Unspecified Specimen
29611-1	Qn	Unspecified Specimen
674-2	Qn	Unspecified Specimen
72413-8	Qn	Unspecified Specimen
67128-9	Qn	Unspecified Specimen
22734-8	Qn	Unspecified Specimen
30928-6	Qn	Unspecified Specimen
50219-5	Qn	Unspecified Specimen
87615-1	Qn	Unspecified Specimen
23006-0	Qn	Unspecified Specimen
53254-9	Qn	Unspecified Specimen
87476-8	Qn	Unspecified Specimen
41629-7	Qn	Unspecified Specimen
23271-0	Qn	Unspecified Specimen
86691-3	Qn	Unspecified Specimen
42298-0	Qn	Unspecified Specimen
87745-6	Qn	Unspecified Specimen
74538-0	Qn	Unspecified Specimen
38193-9	Qn	Unspecified Specimen
21151-6	Qn	Unspecified Specimen
32519-1	Qn	Unspecified Specimen
25249-4	Qn	Unspecified Specimen
87613-6	Qn	Unspecified Specimen
673-4	Qn	Unspecified Specimen
31719-8	Qn	Unspecified Specimen
16131-5	Qn	Unspecified Specimen
80613-3	Qn	Unspecified Specimen
22742-1	Qn	Unspecified Specimen
61051-9	Qn	Unspecified Specimen
31851-9	Qn	Unspecified Specimen
30927-8	Qn	Unspecified Specimen
6486-5	Qn	Unspecified Specimen
31984-8	Qn	Unspecified Specimen
10713-6	Qn	Unspecified Specimen
6354-5	Qn	Unspecified Specimen
51142-8	Qn	Unspecified Specimen
87483-4	Qn	Unspecified Specimen
41628-9	Qn	Unspecified Specimen
41637-0	Qn	Unspecified Specimen
87350-5	Qn	Unspecified Specimen
25248-6	Qn	Unspecified Specimen
5034-4	Qn	Unspecified Specimen
85759-9	Qn	Unspecified Specimen
87746-4	Qn	Unspecified Specimen
86692-1	Qn	Unspecified Specimen
87614-4	Qn	Unspecified Specimen
32518-3	Qn	Unspecified Specimen
672-6	Qn	Unspecified Specimen
30664-7	Qn	Unspecified Specimen
33705-5	Qn	Unspecified Specimen
44275-6	Qn	Unspecified Specimen
80614-1	Qn	Unspecified Specimen
26567-8	Qn	Unspecified Specimen
31727-1	Qn	Unspecified Specimen
16130-7	Qn	Unspecified Specimen
61059-2	Qn	Unspecified Specimen
22741-3	Qn	Unspecified Specimen
31859-2	Qn	Unspecified Specimen
35685-7	Qn	Unspecified Specimen
6485-7	Qn	Unspecified Specimen
41636-2	Qn	Unspecified Specimen
85496-8	Qn	Unspecified Specimen
20886-8	Qn	Unspecified Specimen
51017-2	Qn	Unspecified Specimen
87351-3	Qn	Unspecified Specimen
22874-2	Qn	Unspecified Specimen
21158-1	Qn	Unspecified Specimen
5033-6	Qn	Unspecified Specimen
86689-7	Qn	Unspecified Specimen
25247-8	Qn	Unspecified Specimen
80611-7	Qn	Unspecified Specimen
87744-9	Qn	Unspecified Specimen
87753-0	Qn	Unspecified Specimen
23269-4	Qn	Unspecified Specimen
87620-1	Qn	Unspecified Specimen
74536-4	Qn	Unspecified Specimen
32517-5	Qn	Unspecified Specimen
10853-0	Qn	Unspecified Specimen
671-8	Qn	Unspecified Specimen
40976-3	Qn	Unspecified Specimen
547-0	Qn	Unspecified Specimen
31726-3	Qn	Unspecified Specimen
31725-5	Qn	Unspecified Specimen
11511-3	Qn	Unspecified Specimen
22740-5	Qn	Unspecified Specimen
72821-2	Qn	Unspecified Specimen
41635-4	Qn	Unspecified Specimen
87481-8	Qn	Unspecified Specimen
87348-9	Qn	Unspecified Specimen
22873-4	Qn	Unspecified Specimen
25255-1	Qn	Unspecified Specimen
44274-9	Qn	Unspecified Specimen
21157-3	Qn	Unspecified Specimen
5032-8	Qn	Unspecified Specimen
86690-5	Qn	Unspecified Specimen
87612-8	Qn	Unspecified Specimen
74537-2	Qn	Unspecified Specimen
60528-7	Qn	Unspecified Specimen
32516-7	Qn	Unspecified Specimen
38990-8	Qn	Unspecified Specimen
679-1	Qn	Unspecified Specimen
23268-6	Qn	Unspecified Specimen
33704-8	Qn	Unspecified Specimen
40975-5	Qn	Unspecified Specimen
20628-4	Qn	Unspecified Specimen
6360-2	Qn	Unspecified Specimen
23530-9	Qn	Unspecified Specimen
31857-6	Qn	Unspecified Specimen
81273-5	Qn	Unspecified Specimen
61057-6	Qn	Unspecified Specimen
17852-5	Qn	Unspecified Specimen
51148-5	Qn	Unspecified Specimen
87482-6	Qn	Unspecified Specimen
23935-0	Qn	Unspecified Specimen
72822-0	Qn	Unspecified Specimen
51015-6	Qn	Unspecified Specimen
22739-7	Qn	Unspecified Specimen
32121-6	Qn	Unspecified Specimen
21156-5	Qn	Unspecified Specimen
87618-5	Qn	Unspecified Specimen
678-3	Qn	Unspecified Specimen
32515-9	Qn	Unspecified Specimen
545-4	Qn	Unspecified Specimen
23267-8	Qn	Unspecified Specimen
33712-1	Qn	Unspecified Specimen
49302-3	Qn	Unspecified Specimen
72161-3	Qn	Unspecified Specimen
87751-4	Qn	Unspecified Specimen
33711-3	Qn	Unspecified Specimen
6492-3	Qn	Unspecified Specimen
35692-3	Qn	Unspecified Specimen
43754-1	Qn	Unspecified Specimen
9401-1	Qn	Unspecified Specimen
80223-1	Qn	Unspecified Specimen
43886-1	Qn	Unspecified Specimen
81279-2	Qn	Unspecified Specimen
22871-8	Qn	Unspecified Specimen
30933-6	Qn	Unspecified Specimen
41634-7	Qn	Unspecified Specimen
22738-9	Qn	Unspecified Specimen
86688-9	Qn	Unspecified Specimen
87619-3	Qn	Unspecified Specimen
48509-4	Qn	Unspecified Specimen
677-5	Qn	Unspecified Specimen
74535-6	Qn	Unspecified Specimen
10850-6	Qn	Unspecified Specimen
25254-4	Qn	Unspecified Specimen
72162-1	Qn	Unspecified Specimen
21155-7	Qn	Unspecified Specimen
43094-2	Qn	Unspecified Specimen
77447-1	Qn	Unspecified Specimen
87752-2	Qn	Unspecified Specimen
33710-5	Qn	Unspecified Specimen
35691-5	Qn	Unspecified Specimen
12442-0	Qn	Unspecified Specimen
6491-5	Qn	Unspecified Specimen
9400-3	Qn	Unspecified Specimen
31732-1	Qn	Unspecified Specimen
41633-9	Qn	Unspecified Specimen
41642-0	Qn	Unspecified Specimen
49962-4	Qn	Unspecified Specimen
43885-3	Qn	Unspecified Specimen
6358-6	Qn	Unspecified Specimen
44544-5	Qn	Unspecified Specimen
22879-1	Qn	Unspecified Specimen
30932-8	Qn	Unspecified Specimen
31988-9	Qn	Unspecified Specimen
32127-3	Qn	Unspecified Specimen
87616-9	Qn	Unspecified Specimen
23142-3	Qn	Unspecified Specimen
66481-3	Qn	Unspecified Specimen
21031-0	Qn	Unspecified Specimen
23933-5	Qn	Unspecified Specimen
51154-3	Qn	Unspecified Specimen
676-7	Qn	Unspecified Specimen
10716-9	Qn	Unspecified Specimen
40982-1	Qn	Unspecified Specimen
544-7	Qn	Unspecified Specimen
32523-3	Qn	Unspecified Specimen
25253-6	Qn	Unspecified Specimen
87749-8	Qn	Unspecified Specimen
68986-9	Qn	Unspecified Specimen
33709-7	Qn	Unspecified Specimen
41641-2	Qn	Unspecified Specimen
49961-6	Qn	Unspecified Specimen
31864-2	Qn	Unspecified Specimen
48508-6	Qn	Unspecified Specimen
44543-7	Qn	Unspecified Specimen
68458-9	Qn	Unspecified Specimen
87617-7	Qn	Unspecified Specimen
23008-6	Qn	Unspecified Specimen
74534-9	Qn	Unspecified Specimen
10857-1	Qn	Unspecified Specimen
16134-9	Qn	Unspecified Specimen
675-9	Qn	Unspecified Specimen
49432-8	Qn	Unspecified Specimen
543-9	Qn	Unspecified Specimen
552-0	Qn	Unspecified Specimen
40981-3	Qn	Unspecified Specimen
87750-6	Qn	Unspecified Specimen
32522-5	Qn	Unspecified Specimen
25252-8	Qn	Unspecified Specimen
21163-1	Qn	Unspecified Specimen
68987-7	Qn	Unspecified Specimen
33708-9	Qn	Unspecified Specimen
40585-2	Qn	Unspecified Specimen
80222-3	Qn	Unspecified Specimen
51021-4	Qn	Unspecified Specimen
49564-8	Qn	Unspecified Specimen
61063-4	Qn	Unspecified Specimen
80882-4	Qn	Unspecified Specimen
5036-9	Qn	Unspecified Specimen
74408-6	Qn	Unspecified Specimen
82472-2	Qn	Unspecified Specimen
45342-3	Qn	Unspecified Specimen
51019-8	Qn	Unspecified Specimen
44945-4	Qn	Unspecified Specimen
86693-9	Qn	Unspecified Specimen
86700-2	Qn	Unspecified Specimen
21162-3	Qn	Unspecified Specimen
32521-7	Qn	Unspecified Specimen
49835-2	Qn	Unspecified Specimen
23403-9	Qn	Unspecified Specimen
32785-8	Qn	Unspecified Specimen
22744-7	Qn	Unspecified Specimen
71637-3	Qn	Unspecified Specimen
31862-6	Qn	Unspecified Specimen
29885-1	Qn	Unspecified Specimen
74539-8	Qn	Unspecified Specimen
23667-9	Qn	Unspecified Specimen
43487-8	Qn	Unspecified Specimen
49175-3	Qn	Unspecified Specimen
51151-9	Qn	Unspecified Specimen
51160-0	Qn	Unspecified Specimen
23015-1	Qn	Unspecified Specimen
62256-3	Qn	Unspecified Specimen
81548-0	Qn	Unspecified Specimen
40979-7	Qn	Unspecified Specimen
43230-2	Qn	Unspecified Specimen
51027-1	Qn	Unspecified Specimen
550-4	Qn	Unspecified Specimen
25259-3	Qn	Unspecified Specimen
60541-0	Qn	Unspecified Specimen
21161-5	Qn	Unspecified Specimen
23272-8	Qn	Unspecified Specimen
44812-6	Qn	Unspecified Specimen
77320-0	Qn	Unspecified Specimen
86694-7	Qn	Unspecified Specimen
86701-0	Qn	Unspecified Specimen
23148-0	Qn	Unspecified Specimen
32520-9	Qn	Unspecified Specimen
41638-8	Qn	Unspecified Specimen
26445-7	Qn	Unspecified Specimen
6364-4	Qn	Unspecified Specimen
41505-9	Qn	Unspecified Specimen
42702-1	Qn	Unspecified Specimen
31728-9	Qn	Unspecified Specimen
31737-0	Qn	Unspecified Specimen
61061-8	Qn	Unspecified Specimen
20632-6	Qn	Unspecified Specimen
45341-5	Qn	Unspecified Specimen
22743-9	Qn	Unspecified Specimen
57897-1	Qn	Unspecified Specimen
51159-2	Qn	Unspecified Specimen
33056-3	Qn	Unspecified Specimen
682-5	Qn	Unspecified Specimen
45076-7	Qn	Unspecified Specimen
23805-5	Qn	Unspecified Specimen
43229-4	Qn	Unspecified Specimen
40978-9	Qn	Unspecified Specimen
40987-0	Qn	Unspecified Specimen
549-6	Qn	Unspecified Specimen
21160-7	Qn	Unspecified Specimen
25258-5	Qn	Unspecified Specimen
87622-7	Qn	Unspecified Specimen
6495-6	Qn	Unspecified Specimen
48646-4	Qn	Unspecified Specimen
72823-8	Qn	Unspecified Specimen
24466-5	Qn	Unspecified Specimen
71768-6	Qn	Unspecified Specimen
39528-5	Qn	Unspecified Specimen
87754-8	Qn	Unspecified Specimen
31736-2	Qn	Unspecified Specimen
77581-7	Qn	Unspecified Specimen
45340-7	Qn	Unspecified Specimen
57896-3	Qn	Unspecified Specimen
681-7	Qn	Unspecified Specimen
5834-7	Qn	Unspecified Specimen
40986-2	Qn	Unspecified Specimen
28035-4	Qn	Unspecified Specimen
59213-9	Qn	Unspecified Specimen
6501-1	Qn	Unspecified Specimen
31208-2	Qn	Unspecified Specimen
25257-7	Qn	Unspecified Specimen
35701-2	Qn	Unspecified Specimen
21159-9	Qn	Unspecified Specimen
21168-0	Qn	Unspecified Specimen
68993-5	Qn	Unspecified Specimen
23014-4	Qn	Unspecified Specimen
40721-3	Qn	Unspecified Specimen
39527-7	Qn	Unspecified Specimen
48645-6	Qn	Unspecified Specimen
44547-8	Qn	Unspecified Specimen
